Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - P80/P20 ratio,Total income (excl. Government pensions and allowances) - P80/P50 ratio,Total income (excl. Government pensions and allowances) - P20/P50 ratio,Total income (excl. Government pensions and allowances) - P10/P50 ratio,Total income (excl. Government pensions and allowances) - Gini coefficient,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners,Total income (excl. Government pensions and allowances) - Lowest Quartile (%),Total income (excl. Government pensions and allowances) - Second Quartile (%),Total income (excl. Government pensions and allowances) - Third Quartile (%),Total income (excl. Government pensions and allowances) - Highest Quartile (%),Gross Capital Gains reported by taxpayers - Persons (no.),Gross Capital Gains reported by taxpayers - Amount ($m),Gross Capital Gains reported by taxpayers  - Median ($),Gross Capital Gains reported by taxpayers - Mean ($),Age Pension - Centrelink (no.),Age Pension - DVA (no.),Service Pension - DVA (no.),Income Support Supplement - DVA (no.),Carer Payment (no.),Carer Allowance (no.),Disability Support Pension (no.),Newstart Allowance (no.),Parenting Payment - Single (no.),Parenting Payment - Partnered (no.),Youth Allowance (Full time students/apprentices) (no.),Youth Allowance (Other) (no.),Family Tax Benefit A (no.),Family Tax Benefit B (no.),Commonwealth Rent Assistance (no.),Persons earning $1-$499 per week (%),Persons earning $500-$999 per week (%),Persons earning $1000-$1999 per week (%),Persons earning $2000-$2999 per week (%),Persons earning $3000 or more per week (%),Persons earning nil income (%),Persons with a negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($)
55390,Menzies (S),2013,54,49,2.5,"35,862","45,506",80.0,-,-,-,-,-,-,27,58,0.1,70,"4,129",7.3,-,-,-,-,-,-,54,52,2.8,"38,804","52,661",-,-,-,-,-,-,-,-,27.3,27.3,18.2,27.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55390,Menzies (S),2014,52,50,2.3,"39,000","44,082",83.0,-,-,-,-,-,-,23,56,-,33,-480,3.8,-,-,-,-,-,-,52,51,2.3,"34,463","43,742",-,-,-,-,-,-,-,-,37.7,20.8,24.5,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,22,-,-,-,-,-,-,-,-,-,-
55390,Menzies (S),2015,54,49,2.2,"37,184","41,367",81.0,-,-,-,-,-,-,29,53,0.1,25,"4,607",6.9,-,-,-,-,-,-,59,51,2.5,"38,020","41,739",-,-,-,-,-,-,-,-,31.0,31.0,24.1,13.8,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,20,22,-,-,-,-,-,-,-,-,-,-
55390,Menzies (S),2016,57,45,2.6,"37,810","45,792",77.4,-,-,-,-,-,-,27,55,0.1,16,"3,538",8.1,-,-,-,-,-,-,61,52,2.5,"34,786","40,685",-,-,-,-,-,-,-,-,32.3,33.9,19.4,14.5,-,-,-,-,22,-,-,-,9,-,20,67,9,-,-,6,30,35,-,31.5,10.8,22.1,11.5,5.6,4.0,-,14.3,612
55390,Menzies (S),2017,52,48,2.5,"45,277","48,737",83.1,11,57,0.2,"29,173","14,039",15.3,30,55,-,79,440,1.7,-,-,-,-,-,-,62,52,2.8,"42,360","44,977",-,-,-,-,-,-,-,-,28.8,30.5,30.5,10.2,-,-,-,-,23,-,-,-,-,6,17,57,5,6,-,-,20,25,-,-,-,-,-,-,-,-,-,-
55390,Menzies (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,5,10,23,-,-,-,-,12,15,10,-,-,-,-,-,-,-,-,-
55460,Merredin (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,748
55460,Merredin (S),2013,"1,595",40,80.6,"42,921","50,506",74.0,377,51,2.7,"7,297","7,278",10.1,"1,266",47,12.1,308,"9,597",14.2,25,58,0.6,"8,820","23,288",0.6,"1,799",44,91.4,"45,833","50,824",5.27,1.95,0.37,0.14,0.580,5.1,17.6,30,25.2,23.3,23.3,28.2,117,1.9,"2,135","16,332",302,-,22,9,29,-,126,110,57,-,-,20,265,242,-,-,-,-,-,-,-,-,-,-
55460,Merredin (S),2014,"1,604",40,83.5,"44,918","52,043",73.5,432,52,18.5,"23,188","42,735",13.4,"1,291",48,11.3,280,"8,771",11.9,41,56,0.9,"14,293","21,546",0.9,"1,812",45,109.2,"50,395","60,251",4.82,1.94,0.40,0.17,0.515,7,19.9,31.4,21.9,23.8,23.1,31.2,117,2.0,"1,048","16,769",305,-,23,10,29,-,130,122,59,-,-,20,240,230,-,-,-,-,-,-,-,-,-,-
55460,Merredin (S),2015,"1,691",40,90.8,"46,441","53,700",72.1,447,53,24.3,"18,222","54,378",13.9,"1,356",48,14.8,281,"10,937",12.9,36,59,0.6,"7,954","15,766",0.6,"1,866",45,123.2,"51,266","66,037",4.84,1.95,0.40,0.18,0.472,8,20.8,31.6,22.2,23.3,22.6,31.8,152,2.5,"1,486","16,142",310,-,20,8,32,-,132,139,59,-,-,-,235,229,-,-,-,-,-,-,-,-,-,-
55460,Merredin (S),2016,"1,684",41,91.2,"47,329","54,160",73.1,423,53,15.1,"21,409","35,603",13.1,"1,365",48,10.9,255,"8,010",12.3,41,58,0.8,"10,000","20,207",1.2,"1,858",45,110.1,"50,848","59,247",5.25,1.92,0.37,0.17,0.487,5.2,17.5,28.9,23.9,23.1,24.3,28.7,145,13.1,"1,660","90,669",320,-,19,7,34,-,124,130,59,-,-,14,229,197,-,26.7,22.7,21.9,5.5,2.2,9.0,0.7,11.5,868
55460,Merredin (S),2017,"1,576",40,85.4,"47,718","54,175",73.2,384,55,20.3,"48,027","52,992",13.4,"1,239",48,11.2,208,"9,041",12.0,29,59,0.7,"12,586","23,746",1.0,"1,788",45,111.9,"51,887","62,572",4.76,1.87,0.39,0.16,0.437,5.7,17.5,28.4,21.9,24.4,25.1,28.6,137,3.9,"2,813","28,762",325,-,18,7,35,62,120,120,46,19,-,14,218,185,-,-,-,-,-,-,-,-,-,-
55460,Merredin (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,328,-,21,9,37,70,127,117,40,13,-,16,200,170,117,-,-,-,-,-,-,-,-,-
55530,Mingenew (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,763
55530,Mingenew (S),2013,214,39,9.4,"37,145","44,055",58.7,122,50,8.4,"39,993","68,826",26.6,198,46,2.5,955,"12,587",13.3,-,-,-,-,-,-,270,46,19.4,"54,201","71,906",6.13,2.07,0.34,0.13,0.574,-,22.5,36.6,23.6,16.2,24.4,35.8,35,0.7,"5,396","18,963",39,-,4,-,-,-,-,22,-,-,-,-,38,29,-,-,-,-,-,-,-,-,-,-
55530,Mingenew (S),2014,235,36,9.9,"32,763","42,044",57.4,115,51,7.8,"46,240","67,716",24.1,205,45,4.5,"1,333","21,742",17.0,-,-,-,-,-,-,280,44,21.8,"52,984","77,975",5.97,2.18,0.36,0.13,0.554,-,24.5,38.4,23.0,17.7,25.5,33.7,44,2.8,"6,805","62,525",44,-,4,-,-,-,-,22,-,-,-,-,29,26,-,-,-,-,-,-,-,-,-,-
55530,Mingenew (S),2015,237,36,10.0,"35,341","42,066",56.5,117,50,6.6,"36,218","56,344",27.2,204,43,3.5,"1,341","16,924",15.5,-,-,-,-,-,-,282,44,18.8,"48,610","66,815",5.56,2.12,0.38,0.22,0.520,-,20.2,34.6,26.1,20.1,24.0,29.7,50,3.2,"4,501","63,011",47,-,5,-,-,-,-,23,-,-,-,-,31,27,-,-,-,-,-,-,-,-,-,-
55530,Mingenew (S),2016,226,35,9.6,"32,507","42,675",61.5,99,50,2.1,"10,459","21,555",21.5,193,43,3.1,570,"16,227",15.9,-,-,-,-,-,-,270,42,13.7,"39,689","50,802",4.91,1.85,0.38,0.14,0.511,-,18.4,32.2,31.9,22.6,27.4,18.1,-,-,-,-,46,-,5,-,-,-,8,22,-,-,-,-,29,23,-,28.3,19.6,26.6,3.5,2.7,6.3,0.8,13.0,853
55530,Mingenew (S),2017,234,38,11.6,"40,460","49,733",61.3,116,50,10.7,"27,165","92,042",28.9,229,43,2.6,503,"11,278",8.5,-,-,-,-,-,-,302,43,24.6,"56,573","81,454",4.78,2.07,0.43,0.21,0.513,-,23.3,35.6,19.3,23.3,23.6,33.8,23,2.4,"6,181","104,679",48,-,5,-,-,6,13,22,-,-,-,-,26,22,-,-,-,-,-,-,-,-,-,-
55530,Mingenew (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,3,-,-,-,10,16,-,-,-,-,23,21,10,-,-,-,-,-,-,-,-,-
55600,Moora (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,731
55600,Moora (S),2013,"1,250",39,57.6,"39,510","46,068",68.2,454,51,20.9,"20,328","46,125",17.0,"1,055",48,10.4,748,"9,851",13.6,25,57,0.5,"12,521","21,424",0.7,"1,498",45,87.4,"46,585","58,367",5.11,1.94,0.38,0.15,0.481,6,19.5,31.5,23.9,24.5,23.6,28.0,117,3.1,"1,912","26,806",205,-,19,-,-,-,69,71,31,-,-,-,206,173,-,-,-,-,-,-,-,-,-,-
55600,Moora (S),2014,"1,206",40,57.2,"40,349","47,441",66.4,460,51,23.1,"25,048","50,116",18.3,"1,076",49,11.2,803,"10,423",14.6,26,58,0.5,"12,581","18,342",0.5,"1,453",45,89.4,"49,250","61,532",4.62,1.89,0.41,0.20,0.470,6.6,19.6,31,21.8,24.5,24.6,29.1,153,5.5,"3,374","36,173",215,-,16,-,-,-,69,82,42,-,-,-,203,185,-,-,-,-,-,-,-,-,-,-
55600,Moora (S),2015,"1,214",41,60.8,"43,297","50,085",66.9,469,52,23.3,"24,416","49,727",17.8,"1,123",48,12.9,593,"11,443",14.7,28,59,0.4,"10,000","14,843",0.3,"1,479",45,93.9,"51,519","63,481",4.57,1.84,0.40,0.18,0.472,5.8,19.8,31.4,21.8,23.9,25.2,29.1,185,4.1,"1,299","22,134",225,-,17,-,25,-,72,95,42,-,-,25,195,163,-,-,-,-,-,-,-,-,-,-
55600,Moora (S),2016,"1,166",41,59.6,"44,183","51,102",67.2,427,52,12.8,"17,008","29,876",16.1,"1,044",48,12.8,444,"12,225",15.4,28,58,0.5,"8,147","16,257",0.9,"1,391",46,81.5,"49,932","58,584",5.09,1.80,0.35,0.14,0.491,5.6,19.2,30.6,24.6,23.3,26.1,26.0,115,2.4,"3,126","20,864",233,-,13,5,23,-,69,113,39,-,-,17,183,156,-,27.3,24.6,24.2,3.9,2.0,5.7,0.4,12.2,908
55600,Moora (S),2017,"1,149",43,59.5,"46,208","51,763",65.4,449,53,23.8,"44,870","52,998",19.3,"1,058",50,12.5,507,"11,782",14.3,29,58,0.5,"11,746","16,927",0.8,"1,440",47,93.6,"53,263","64,998",4.74,1.80,0.38,0.14,0.471,7.4,20.9,32.1,22.3,23.6,26.3,27.8,118,2.5,"2,620","21,160",239,-,13,5,23,33,63,91,43,4,-,17,166,142,-,-,-,-,-,-,-,-,-,-
55600,Moora (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230,-,10,5,27,44,59,111,44,9,-,16,160,132,85,-,-,-,-,-,-,-,-,-
55670,Morawa (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,720
55670,Morawa (S),2013,354,41,17.5,"42,598","49,423",64.4,139,53,13.7,"53,475","98,293",22.4,302,49,2.8,762,"9,228",12.0,-,-,-,-,-,-,436,45,33.3,"53,654","76,424",5.57,2.04,0.37,0.16,0.539,-,25.7,38.8,22.9,19.2,24.2,33.7,20,0.7,652,"36,332",80,-,5,-,-,-,20,27,-,-,-,-,74,57,-,-,-,-,-,-,-,-,-,-
55670,Morawa (S),2014,349,40,17.7,"41,853","50,623",68.3,130,53,4.0,"19,872","30,615",14.0,290,48,3.0,818,"10,203",16.2,-,-,-,-,-,-,423,44,24.3,"48,674","57,490",5.75,1.78,0.31,0.07,0.537,-,21.7,33.2,27.9,19.5,25.2,27.4,46,1.7,"5,330","36,775",77,-,5,-,-,-,24,40,24,-,-,-,73,67,-,-,-,-,-,-,-,-,-,-
55670,Morawa (S),2015,332,41,17.0,"45,146","51,279",66.1,124,52,4.4,"27,203","35,773",17.7,285,49,3.1,489,"11,039",16.2,-,-,-,-,-,-,393,44,23.6,"51,243","60,147",4.72,1.74,0.37,0.14,0.468,-,19.1,30.1,23.8,23.3,25.3,27.6,47,0.4,614,"8,647",77,-,5,-,-,-,20,38,27,-,-,-,83,75,-,-,-,-,-,-,-,-,-,-
55670,Morawa (S),2016,318,42,15.3,"39,507","47,956",69.7,105,52,2.0,"10,208","19,295",14.1,245,47,2.6,189,"10,542",15.0,-,-,-,-,-,-,348,45,19.1,"43,076","54,875",6.02,1.94,0.32,0.09,0.538,-,22.9,34.3,29.7,24.5,23.3,22.5,-,-,-,-,75,-,4,-,13,-,18,47,20,-,-,7,73,67,-,26.7,20.6,21.1,3.4,2.4,12.3,0.5,12.4,774
55670,Morawa (S),2017,298,43,14.4,"44,150","48,248",64.5,110,53,8.6,"13,957","77,797",21.4,240,49,2.0,453,"8,469",12.6,-,-,-,-,-,-,344,46,23.9,"56,101","69,409",5.15,1.83,0.35,0.11,0.500,-,23.1,34.6,21.4,22.6,27.3,28.7,24,0.4,"2,868","18,189",75,-,-,-,8,19,20,34,10,7,-,-,57,47,-,-,-,-,-,-,-,-,-,-
55670,Morawa (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,-,-,-,11,13,26,41,20,-,-,-,59,55,45,-,-,-,-,-,-,-,-,-
55740,Mosman Park (T),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,043"
55740,Mosman Park (T),2013,"4,639",37,389.1,"48,887","83,880",66.8,795,50,44.9,"13,409","56,441",6.2,"4,346",46,189.1,"1,794","43,507",24.3,151,66,5.1,"21,772","34,002",1.1,"5,535",44,627.4,"58,397","113,343",7.47,2.43,0.33,0.14,0.633,17.8,37.1,50,23.0,17.8,18.6,40.7,646,51.1,"7,901","79,092",616,-,48,24,30,-,240,130,36,-,102,-,-,-,-,-,-,-,-,-,-,-,-,-
55740,Mosman Park (T),2014,"4,760",38,428.4,"50,519","89,990",66.2,797,50,45.2,"11,439","56,709",6.1,"4,593",46,227.0,"1,665","49,414",25.2,145,64,6.8,"27,776","46,801",1.1,"5,705",44,700.4,"60,400","122,777",7.56,2.45,0.32,0.14,0.647,20.3,39.8,52.1,22.6,17.8,18.7,40.9,786,107.0,"7,842","136,114",596,-,40,21,30,-,240,130,31,-,114,-,-,-,-,-,-,-,-,-,-,-,-,-
55740,Mosman Park (T),2015,"4,841",39,449.3,"53,261","92,803",64.0,868,49,43.4,"11,707","49,952",6.5,"4,761",46,216.6,"1,734","45,489",26.7,148,62,6.8,"24,425","46,030",1.2,"5,790",45,699.8,"61,907","120,871",7.64,2.45,0.32,0.14,0.632,17.9,37.4,50,22.4,17.8,18.3,41.5,834,78.4,"7,235","94,028",620,-,34,18,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55740,Mosman Park (T),2016,"4,570",39,425.4,"53,185","93,090",63.2,856,49,48.6,"14,096","56,788",6.9,"4,641",47,238.3,"1,454","51,338",27.0,147,63,7.6,"28,756","51,874",1.3,"5,583",45,706.8,"61,858","126,597",7.80,2.46,0.31,0.14,0.649,21.8,40.3,52.3,23.0,18.9,17.4,40.7,790,109.6,"6,883","138,693",640,-,34,15,30,-,241,118,-,-,80,9,171,144,-,20.6,16.1,21.2,7.7,13.2,10.3,0.6,10.4,"1,234"
55740,Mosman Park (T),2017,"4,600",40,430.3,"53,095","93,550",61.9,863,50,39.7,"11,087","46,041",7.0,"4,647",48,242.5,"1,588","52,185",28.2,128,65,6.4,"31,027","49,946",1.2,"5,696",46,732.1,"60,766","128,534",8.56,2.47,0.29,0.11,0.666,23,41.8,53.8,24.8,17.7,17.2,40.3,842,108.1,"8,022","128,404",616,-,28,15,30,82,238,140,30,5,61,12,158,140,-,-,-,-,-,-,-,-,-,-
55740,Mosman Park (T),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,617,-,26,10,28,94,245,162,31,9,61,5,154,140,321,-,-,-,-,-,-,-,-,-
55810,Mount Magnet (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,681
55810,Mount Magnet (S),2013,211,42,11.1,"41,541","52,567",79.3,49,54,1.1,"7,688","21,466",10.6,121,49,0.5,185,"4,410",9.7,-,-,-,-,-,-,226,47,12.3,"44,389","54,402",6.49,2.06,0.32,0.15,0.467,-,15.8,27.3,26.9,23.3,23.3,26.4,-,-,-,-,47,-,5,-,-,-,38,75,37,-,-,-,80,78,-,-,-,-,-,-,-,-,-,-
55810,Mount Magnet (S),2014,220,43,11.8,"44,986","53,634",78.7,38,53,0.6,"9,262","15,136",8.3,108,47,0.8,280,"7,318",10.9,-,-,-,-,-,-,227,45,12.4,"45,966","54,616",5.43,1.91,0.35,0.13,0.459,-,16.9,29.2,25.2,24.8,24.8,25.2,-,-,-,-,47,-,5,-,-,-,40,78,39,-,-,-,78,77,-,-,-,-,-,-,-,-,-,-
55810,Mount Magnet (S),2015,216,44,10.4,"41,160","48,099",71.2,44,54,0.5,"4,659","11,181",9.3,129,47,0.9,610,"7,129",16.8,-,-,-,-,-,-,224,45,11.1,"39,360","49,421",8.18,2.11,0.26,0.03,0.496,-,18.3,30.1,31.9,25.2,22.1,20.8,-,-,-,-,47,-,5,-,-,-,40,90,25,-,-,-,70,69,-,-,-,-,-,-,-,-,-,-
55810,Mount Magnet (S),2016,185,45,9.6,"46,045","51,826",73.4,40,55,0.4,"4,650","8,977",9.5,115,47,0.8,114,"7,220",15.1,-,-,-,-,-,-,202,47,10.5,"41,316","51,803",-,-,-,-,0.506,-,18,30.8,31.7,23.6,21.6,23.1,-,-,-,-,39,-,4,-,10,-,37,87,27,-,-,15,75,70,-,29.2,16.0,16.0,3.8,1.8,4.6,1.5,27.4,675
55810,Mount Magnet (S),2017,203,45,10.0,"36,819","49,478",77.9,41,57,0.6,"64,811","14,787",11.3,109,52,0.8,83,"7,310",7.8,-,-,-,-,-,-,202,49,11.0,"46,078","54,680",6.47,2.01,0.31,0.14,0.496,-,17.5,29.5,27.5,25.0,24.0,23.5,-,-,-,-,49,-,4,-,10,10,27,80,19,14,-,17,78,68,-,-,-,-,-,-,-,-,-,-
55810,Mount Magnet (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,-,3,-,6,10,27,90,18,10,-,8,61,55,25,-,-,-,-,-,-,-,-,-
55880,Mount Marshall (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,645
55880,Mount Marshall (S),2013,183,35,7.3,"34,504","40,031",46.5,161,50,7.6,"30,004","47,200",32.4,232,47,3.1,"1,754","13,211",19.9,-,-,-,-,-,-,310,46,17.5,"45,600","56,421",9.72,2.03,0.21,0.09,0.526,-,19.9,32.4,30.8,17.9,23.4,27.9,42,1.3,"1,140","31,899",30,-,5,-,-,-,-,-,-,-,-,-,31,31,-,-,-,-,-,-,-,-,-,-
55880,Mount Marshall (S),2014,191,38,8.1,"34,488","42,149",42.9,182,50,8.1,"33,911","44,532",37.7,241,50,2.8,"2,495","11,668",18.5,-,-,-,-,-,-,326,48,18.7,"47,612","57,264",7.61,2.13,0.28,0.09,0.511,-,17.6,29.1,31.5,16.7,19.1,32.7,29,0.2,753,"6,410",28,-,5,-,-,-,-,-,-,-,-,-,31,30,-,-,-,-,-,-,-,-,-,-
55880,Mount Marshall (S),2015,191,37,8.1,"32,518","42,643",37.9,209,49,12.7,"40,340","60,881",47.4,277,47,2.8,"1,457","10,146",14.4,-,-,-,-,-,-,345,47,23.0,"51,526","66,583",6.98,2.13,0.31,0.06,0.517,-,18.6,31.4,30.2,16.7,17.5,35.6,52,0.4,"1,456","8,209",30,-,5,-,-,-,-,-,-,-,-,-,32,31,-,-,-,-,-,-,-,-,-,-
55880,Mount Marshall (S),2016,190,37,7.7,"32,546","40,489",42.3,190,47,11.1,"41,324","58,181",45.8,243,45,2.8,"1,257","11,412",11.6,-,-,-,-,-,-,321,45,21.0,"53,321","65,356",7.85,1.99,0.25,0.09,0.522,-,20.1,32.5,27.9,18.5,21.6,32.0,25,0.4,"2,388","14,411",24,-,-,-,-,-,16,10,3,-,-,-,32,30,-,28.8,26.4,22.0,3.9,2.7,6.3,2.4,8.7,749
55880,Mount Marshall (S),2017,191,36,8.0,"35,162","41,946",38.9,201,48,17.2,"41,728","85,737",48.5,252,46,1.9,644,"7,688",11.1,6,43,0.3,"54,074","49,391",1.2,329,46,26.9,"67,028","81,690",8.95,1.93,0.22,0.09,0.501,-,18.9,32.3,24.7,13.0,24.4,38.0,30,0.3,"2,326","11,117",24,-,-,-,-,7,15,9,-,-,-,-,31,27,-,-,-,-,-,-,-,-,-,-
55880,Mount Marshall (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,5,10,9,9,-,-,-,-,28,27,14,-,-,-,-,-,-,-,-,-
55950,Mukinbudin (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,707
55950,Mukinbudin (S),2013,236,39,9.5,"31,489","40,400",50.3,164,53,6.7,"12,355","40,788",23.9,284,50,3.3,"1,311","11,683",23.9,-,-,-,-,-,-,371,47,19.2,"34,394","51,816",9.00,2.40,0.27,0.04,0.686,-,32.9,44.9,36.3,24.5,14.5,24.7,45,0.6,"2,388","13,330",63,-,-,-,-,-,-,-,-,-,-,-,43,25,-,-,-,-,-,-,-,-,-,-
55950,Mukinbudin (S),2014,225,37,9.8,"37,159","43,363",51.9,170,54,4.5,"12,133","26,411",20.4,284,50,3.4,995,"12,141",26.6,-,-,-,-,-,-,366,46,17.5,"38,838","47,690",7.64,1.99,0.26,0.08,0.528,-,20.5,32.7,34.0,22.8,23.4,19.8,36,0.6,"2,301","15,889",62,-,-,-,-,-,-,-,-,-,-,-,43,27,-,-,-,-,-,-,-,-,-,-
55950,Mukinbudin (S),2015,222,37,10.4,"40,953","47,067",49.0,173,55,4.9,"16,113","28,267",27.9,287,50,2.9,685,"10,254",22.2,-,-,-,-,-,-,352,48,18.0,"43,952","50,996",8.73,1.96,0.22,0.03,0.514,-,16.6,29.2,31.3,20.5,23.6,24.5,62,1.8,"1,672","29,504",55,-,-,-,-,-,19,-,-,-,-,-,35,32,-,-,-,-,-,-,-,-,-,-
55950,Mukinbudin (S),2016,241,38,11.1,"39,734","45,905",52.7,172,53,9.7,"15,886","56,496",26.9,290,47,2.2,453,"7,592",19.3,-,-,-,-,-,-,354,45,22.5,"48,304","63,623",9.83,2.09,0.21,0.07,0.550,-,23.1,35.8,29.7,19.8,22.4,28.0,26,0.9,"2,671","34,848",53,-,-,-,5,-,23,9,-,-,-,-,42,33,-,30.3,24.1,23.7,5.1,2.3,4.8,1.6,10.3,828
55950,Mukinbudin (S),2017,236,36,11.9,"43,552","50,483",52.4,170,55,10.9,"10,669","64,397",32.0,301,48,2.8,458,"9,157",15.1,-,-,-,-,-,-,371,45,25.1,"53,639","67,541",6.26,1.97,0.31,0.09,0.482,-,18.4,30.8,23.9,22.3,20.7,33.1,47,0.9,679,"18,352",57,-,-,-,5,14,22,7,-,-,-,6,33,19,-,-,-,-,-,-,-,-,-,-
55950,Mukinbudin (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,-,-,-,5,15,18,5,-,-,-,-,32,22,7,-,-,-,-,-,-,-,-,-
56090,Mundaring (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,895
