POSTCODE_2018	POSTCODE_2018	LGA_CODE_2018	LGA_NAME_2018	RATIO	PERCENTAGE
2404	2404	13660	Gwydir (A)	1	100
2405	2405	15300	Moree Plains (A)	1	100
2406	2406	15300	Moree Plains (A)	0.8060976	80.6097625
2406	2406	30300	Balonne (S)	0.1817073	18.1707256
2406	2406	33610	Goondiwindi (R)	0.0121951	1.2195119
2408	2408	13660	Gwydir (A)	1	100
2409	2409	13660	Gwydir (A)	0.0414258	4.1425836
2409	2409	15300	Moree Plains (A)	0.9585742	95.8574164
2410	2410	14200	Inverell (A)	1	100
2411	2411	13660	Gwydir (A)	0.8139536	81.3953618
2411	2411	15300	Moree Plains (A)	0.1860464	18.6046382
2415	2415	15240	Mid-Coast (A)	1	100
2420	2420	12700	Dungog (A)	1	100
2421	2421	12700	Dungog (A)	0.9728408	97.2840848
2421	2421	15050	Maitland (C)	0.0271592	2.7159152
2422	2422	15240	Mid-Coast (A)	1	100
2423	2423	15240	Mid-Coast (A)	1	100
2424	2424	15240	Mid-Coast (A)	1	100
2425	2425	15240	Mid-Coast (A)	1	100
2426	2426	15240	Mid-Coast (A)	1	100
2427	2427	15240	Mid-Coast (A)	1	100
2428	2428	15240	Mid-Coast (A)	1	100
2429	2429	15240	Mid-Coast (A)	0.9502113	95.0211318
2429	2429	16380	Port Macquarie-Hastings (A)	0.0497887	4.9788682
2430	2430	15240	Mid-Coast (A)	1	100
2431	2431	14350	Kempsey (A)	1	100
2439	2439	16380	Port Macquarie-Hastings (A)	1	100
2440	2440	10130	Armidale Regional (A)	0.0015598	0.1559781
2440	2440	14350	Kempsey (A)	0.9984402	99.8440218
2441	2441	14350	Kempsey (A)	0.4500345	45.0034542
2441	2441	15700	Nambucca (A)	0.2019386	20.1938616
2441	2441	16380	Port Macquarie-Hastings (A)	0.3480268	34.8026842
2443	2443	15240	Mid-Coast (A)	0.1602885	16.0288492
2443	2443	16380	Port Macquarie-Hastings (A)	0.8397115	83.9711508
2444	2444	16380	Port Macquarie-Hastings (A)	1	100
2445	2445	16380	Port Macquarie-Hastings (A)	1	100
2446	2446	16380	Port Macquarie-Hastings (A)	1	100
2447	2447	15700	Nambucca (A)	1	100
2448	2448	10600	Bellingen (A)	0.0036569	0.3656922
2448	2448	15700	Nambucca (A)	0.9963431	99.6343078
2449	2449	10600	Bellingen (A)	0.0013736	0.1373557
2449	2449	15700	Nambucca (A)	0.9986264	99.8626443
2450	2450	11730	Clarence Valley (A)	0.02227	2.2270021
2450	2450	11800	Coffs Harbour (C)	0.97773	97.7729979
2452	2452	11800	Coffs Harbour (C)	1	100
2453	2453	10130	Armidale Regional (A)	0.0603856	6.0385598
2453	2453	10600	Bellingen (A)	0.7922881	79.2288067
2453	2453	11730	Clarence Valley (A)	0.1473263	14.7326335
2454	2454	10600	Bellingen (A)	0.9814619	98.1461862
2454	2454	11800	Coffs Harbour (C)	0.0180085	1.8008474
2454	2454	15700	Nambucca (A)	0.0005297	0.0529664
2455	2455	10600	Bellingen (A)	1	100
2456	2456	11730	Clarence Valley (A)	0.0013999	0.1399875
2456	2456	11800	Coffs Harbour (C)	0.9986001	99.8600125
2460	2460	11730	Clarence Valley (A)	0.9998287	99.9828683
2460	2460	11800	Coffs Harbour (C)	0.0001713	0.0171317
2462	2462	11730	Clarence Valley (A)	1	100
2463	2463	11730	Clarence Valley (A)	1	100
2464	2464	11730	Clarence Valley (A)	1	100
2465	2465	11730	Clarence Valley (A)	1	100
2466	2466	11730	Clarence Valley (A)	1	100
2469	2469	11730	Clarence Valley (A)	0.3252294	32.5229428
2469	2469	14550	Kyogle (A)	0.3418506	34.1850637
2469	2469	16610	Richmond Valley (A)	0.1689408	16.8940809
2469	2469	17400	Tenterfield (A)	0.1639791	16.3979126
2470	2470	14550	Kyogle (A)	0.0257411	2.5741136
2470	2470	14850	Lismore (C)	0.0013235	0.1323452
2470	2470	16610	Richmond Valley (A)	0.9729354	97.2935412
2471	2471	14850	Lismore (C)	0.1189548	11.8954773
2471	2471	16610	Richmond Valley (A)	0.8810452	88.1045227
2472	2472	14850	Lismore (C)	0.0789544	7.895439
2472	2472	16610	Richmond Valley (A)	0.9210456	92.1045605
2473	2473	16610	Richmond Valley (A)	1	100
2474	2474	14550	Kyogle (A)	1	100
2475	2475	14550	Kyogle (A)	0.1624365	16.243652
2475	2475	17400	Tenterfield (A)	0.8375635	83.756348
2476	2476	14550	Kyogle (A)	0.5974202	59.7420235
2476	2476	17400	Tenterfield (A)	0.4025798	40.2579765
2477	2477	10250	Ballina (A)	0.9926208	99.2620834
2477	2477	14850	Lismore (C)	0.0073792	0.7379166
2478	2478	10250	Ballina (A)	1	99.9999999
2479	2479	10250	Ballina (A)	0.2508065	25.0806468
2479	2479	11350	Byron (A)	0.7491935	74.9193532
2480	2480	10250	Ballina (A)	0.0028631	0.2863129
2480	2480	11350	Byron (A)	0.0270059	2.7005867
2480	2480	14550	Kyogle (A)	0.0078736	0.7873604
2480	2480	14850	Lismore (C)	0.954272	95.4271955
2480	2480	16610	Richmond Valley (A)	0.0079854	0.7985445
2481	2481	10250	Ballina (A)	0.0034932	0.3493231
2481	2481	11350	Byron (A)	0.9965068	99.6506769
2482	2482	11350	Byron (A)	1	100
2483	2483	11350	Byron (A)	0.8272654	82.7265416
2483	2483	17550	Tweed (A)	0.1727346	17.2734584
2484	2484	17550	Tweed (A)	1	100
2485	2485	17550	Tweed (A)	1	100
2486	2486	17550	Tweed (A)	1	100
2487	2487	17550	Tweed (A)	1	100
2488	2488	17550	Tweed (A)	1	100
2489	2489	17550	Tweed (A)	1	100
2490	2490	17550	Tweed (A)	1	100
2500	2500	18450	Wollongong (C)	1	100
2502	2502	18450	Wollongong (C)	1	100
2505	2505	18450	Wollongong (C)	1	100
2506	2506	18450	Wollongong (C)	1	100
2508	2508	18400	Wollondilly (A)	0.0034564	0.345635
2508	2508	18450	Wollongong (C)	0.9965436	99.6543647
2515	2515	18450	Wollongong (C)	1	100
2516	2516	18450	Wollongong (C)	1	100
2517	2517	18450	Wollongong (C)	1	100
2518	2518	18450	Wollongong (C)	1	100
2519	2519	18450	Wollongong (C)	1	100
2522	2522	18450	Wollongong (C)	1	100
2525	2525	18450	Wollongong (C)	1	100
2526	2526	18450	Wollongong (C)	1	100
2527	2527	14400	Kiama (A)	0.0031305	0.3130548
2527	2527	16900	Shellharbour (C)	0.9968695	99.6869452
2528	2528	16900	Shellharbour (C)	0.8875495	88.7549456
2528	2528	18450	Wollongong (C)	0.1124505	11.2450541
2529	2529	16900	Shellharbour (C)	1	100
2530	2530	18450	Wollongong (C)	1	100
2533	2533	14400	Kiama (A)	1	100
2534	2534	14400	Kiama (A)	0.9924695	99.2469486
2534	2534	16950	Shoalhaven (C)	0.0075305	0.7530514
2535	2535	16950	Shoalhaven (C)	1	99.9999997
2536	2536	12750	Eurobodalla (A)	0.9919214	99.1921359
2536	2536	16950	Shoalhaven (C)	0.0080786	0.8078641
2537	2537	12750	Eurobodalla (A)	1	100
2538	2538	16950	Shoalhaven (C)	1	100
2539	2539	16950	Shoalhaven (C)	1	100
2540	2540	16950	Shoalhaven (C)	0.991305	99.1305028
2540	2540	99399	Unincorp. Other Territories	0.008695	0.8694972
2541	2541	16950	Shoalhaven (C)	1	100
2545	2545	12750	Eurobodalla (A)	1	100
2546	2546	10550	Bega Valley (A)	0.2574844	25.7484359
2546	2546	12750	Eurobodalla (A)	0.7425156	74.251564
2548	2548	10550	Bega Valley (A)	1	100
2549	2549	10550	Bega Valley (A)	1	100
2550	2550	10550	Bega Valley (A)	1	99.9999999
2551	2551	10550	Bega Valley (A)	1	99.9999991
2555	2555	14900	Liverpool (C)	0.9251102	92.5110159
2555	2555	16350	Penrith (C)	0.0748898	7.4889841
2556	2556	11450	Camden (A)	0.2131675	21.3167481
2556	2556	14900	Liverpool (C)	0.7868325	78.6832519
2557	2557	11450	Camden (A)	0.8062502	80.6250164
2557	2557	11500	Campbelltown (C) (NSW)	0.0003348	0.0334821
2557	2557	14900	Liverpool (C)	0.193415	19.3415015
2558	2558	11500	Campbelltown (C) (NSW)	1	100
2559	2559	11500	Campbelltown (C) (NSW)	1	100
2560	2560	11500	Campbelltown (C) (NSW)	0.9654584	96.5458439
2560	2560	18400	Wollondilly (A)	0.034437	3.4436967
2560	2560	18450	Wollongong (C)	0.0001046	0.0104594
2563	2563	11500	Campbelltown (C) (NSW)	1	100
2564	2564	11500	Campbelltown (C) (NSW)	1	100
2565	2565	11500	Campbelltown (C) (NSW)	0.9374693	93.7469262
2565	2565	14900	Liverpool (C)	0.0625307	6.2530738
2566	2566	11500	Campbelltown (C) (NSW)	1	100
2567	2567	11450	Camden (A)	1	100
2568	2568	18400	Wollondilly (A)	1	100
2569	2569	18400	Wollondilly (A)	1	100
2570	2570	11450	Camden (A)	0.7125533	71.2553343
2570	2570	18400	Wollondilly (A)	0.2874467	28.7446657
2571	2571	18350	Wingecarribee (A)	0.0432333	4.3233284
2571	2571	18400	Wollondilly (A)	0.9567667	95.6766716
2572	2572	18400	Wollondilly (A)	1	100
2573	2573	18400	Wollondilly (A)	1	100
2574	2574	18400	Wollondilly (A)	1	99.9999988
2575	2575	18350	Wingecarribee (A)	1	100
2576	2576	18350	Wingecarribee (A)	1	100
2577	2577	14400	Kiama (A)	0.0040719	0.4071943
2577	2577	16950	Shoalhaven (C)	0.0902182	9.0218154
2577	2577	18350	Wingecarribee (A)	0.9057099	90.5709902
2578	2578	18350	Wingecarribee (A)	1	100
2579	2579	13310	Goulburn Mulwaree (A)	0.5214435	52.1443538
2579	2579	17640	Upper Lachlan Shire (A)	0.0292749	2.9274908
2579	2579	18350	Wingecarribee (A)	0.4492816	44.9281554
2580	2580	13310	Goulburn Mulwaree (A)	0.937936	93.7935973
2580	2580	16100	Oberon (A)	0.0010259	0.1025853
2580	2580	16490	Queanbeyan-Palerang Regional (A)	0.0145671	1.4567091
2580	2580	17640	Upper Lachlan Shire (A)	0.0462659	4.6265913
2580	2580	18350	Wingecarribee (A)	0.0002052	0.020517
2581	2581	13310	Goulburn Mulwaree (A)	0.0164613	1.6461302
2581	2581	16490	Queanbeyan-Palerang Regional (A)	0.0569091	5.6909053
2581	2581	17640	Upper Lachlan Shire (A)	0.8531652	85.3165249
2581	2581	18710	Yass Valley (A)	0.0734644	7.3464396
2582	2582	13910	Hilltops (A)	0.0073599	0.7359923
2582	2582	17640	Upper Lachlan Shire (A)	0.0061728	0.617284
2582	2582	18710	Yass Valley (A)	0.9864672	98.6467237
2583	2583	13910	Hilltops (A)	0.0177839	1.7783864
2583	2583	17640	Upper Lachlan Shire (A)	0.9822161	98.2216136
2584	2584	18710	Yass Valley (A)	1	100
2585	2585	13910	Hilltops (A)	1	100
2586	2586	13910	Hilltops (A)	1	100
2587	2587	13910	Hilltops (A)	1	100
2588	2588	12160	Cootamundra-Gundagai Regional (A)	1	100
2590	2590	12160	Cootamundra-Gundagai Regional (A)	0.9571671	95.7167093
2590	2590	14300	Junee (A)	0.0428329	4.2832907
2594	2594	12160	Cootamundra-Gundagai Regional (A)	0.0016291	0.1629083
2594	2594	13910	Hilltops (A)	0.9972563	99.725628
2594	2594	18100	Weddin (A)	0.0011146	0.1114637
2600	2600	89399	Unincorporated ACT	1	100
2601	2601	89399	Unincorporated ACT	1	100
2602	2602	89399	Unincorporated ACT	1	100
2603	2603	89399	Unincorporated ACT	1	100
2604	2604	89399	Unincorporated ACT	1	100
2605	2605	89399	Unincorporated ACT	1	100
2606	2606	89399	Unincorporated ACT	1	100
2607	2607	89399	Unincorporated ACT	1	100
2609	2609	89399	Unincorporated ACT	1	100
2611	2611	17080	Snowy Valleys (A)	0.0007847	0.0784708
2611	2611	18710	Yass Valley (A)	0.0010701	0.1070054
2611	2611	89399	Unincorporated ACT	0.9981452	99.8145238
2612	2612	89399	Unincorporated ACT	1	100
2614	2614	89399	Unincorporated ACT	1	100
2615	2615	89399	Unincorporated ACT	1	100
2617	2617	89399	Unincorporated ACT	1	100
2618	2618	18710	Yass Valley (A)	0.7888538	78.8853808
2618	2618	89399	Unincorporated ACT	0.2111462	21.1146192
2619	2619	16490	Queanbeyan-Palerang Regional (A)	1	100
2620	2620	16490	Queanbeyan-Palerang Regional (A)	0.9104904	91.0490413
2620	2620	17040	Snowy Monaro Regional (A)	0.0189087	1.8908677
2620	2620	18710	Yass Valley (A)	0.0475724	4.7572401
2620	2620	89399	Unincorporated ACT	0.0230285	2.3028508
2621	2621	16490	Queanbeyan-Palerang Regional (A)	0.9732012	97.3201152
2621	2621	17040	Snowy Monaro Regional (A)	0.0108194	1.0819414
2621	2621	18710	Yass Valley (A)	0.0159794	1.5979434
2622	2622	12750	Eurobodalla (A)	0.005213	0.5212977
2622	2622	13310	Goulburn Mulwaree (A)	0.0208519	2.0851872
2622	2622	16490	Queanbeyan-Palerang Regional (A)	0.9558804	95.5880436
2622	2622	16950	Shoalhaven (C)	0.0078831	0.7883063
2622	2622	17040	Snowy Monaro Regional (A)	0.0101717	1.0171652
2623	2623	16490	Queanbeyan-Palerang Regional (A)	1	100
2625	2625	17040	Snowy Monaro Regional (A)	1	100
2626	2626	17040	Snowy Monaro Regional (A)	1	100
2627	2627	17040	Snowy Monaro Regional (A)	1	99.9999996
2628	2628	17040	Snowy Monaro Regional (A)	1	100
2629	2629	17040	Snowy Monaro Regional (A)	0.9425173	94.2517347
2629	2629	17080	Snowy Valleys (A)	0.0574827	5.7482653
2630	2630	17040	Snowy Monaro Regional (A)	1	100
2631	2631	17040	Snowy Monaro Regional (A)	0.9999999	99.9999879
2632	2632	10550	Bega Valley (A)	0.0141151	1.4115125
2632	2632	17040	Snowy Monaro Regional (A)	0.9858849	98.5884875
2633	2633	17040	Snowy Monaro Regional (A)	1	100
2640	2640	10050	Albury (C)	0.9891367	98.9136708
2640	2640	13340	Greater Hume Shire (A)	0.0097907	0.9790714
2640	2640	17080	Snowy Valleys (A)	0.0010726	0.1072578
2641	2641	10050	Albury (C)	1	100
2642	2642	12870	Federation (A)	0.0333125	3.331251
2642	2642	13340	Greater Hume Shire (A)	0.7632729	76.327287
2642	2642	14950	Lockhart (A)	0.0845305	8.4530497
2642	2642	17080	Snowy Valleys (A)	0.1188841	11.8884123
2643	2643	12870	Federation (A)	1	100
2644	2644	13340	Greater Hume Shire (A)	1	100
2645	2645	12870	Federation (A)	0.9562043	95.6204345
2645	2645	14950	Lockhart (A)	0.0437957	4.3795655
2646	2646	10650	Berrigan (A)	0.0053207	0.5320721
2646	2646	12870	Federation (A)	0.9804907	98.0490689
2646	2646	13340	Greater Hume Shire (A)	0.0118238	1.1823824
2646	2646	15560	Murrumbidgee (A)	0.0023648	0.2364766
2647	2647	10650	Berrigan (A)	0.0064576	0.6457567
2647	2647	12870	Federation (A)	0.9935424	99.3542433
2648	2648	18200	Wentworth (A)	0.9937429	99.3742879
2648	2648	19399	Unincorporated NSW	0.0062571	0.6257121
2649	2649	17080	Snowy Valleys (A)	1	100
2650	2650	13340	Greater Hume Shire (A)	0.0020883	0.2088257
2650	2650	14300	Junee (A)	0.006721	0.6721025
2650	2650	15800	Narrandera (A)	0.0004212	0.0421161
2650	2650	17750	Wagga Wagga (C)	0.9907696	99.0769557
2651	2651	17750	Wagga Wagga (C)	1	100
2652	2652	11600	Carrathool (A)	0.1274205	12.7420473
2652	2652	12000	Coolamon (A)	0.1265492	12.6549199
2652	2652	12870	Federation (A)	0.0285335	2.8533488
2652	2652	13340	Greater Hume Shire (A)	0.0043563	0.4356267
2652	2652	13450	Griffith (C)	0.0015247	0.1524689
2652	2652	14300	Junee (A)	0.0566313	5.6631306
2652	2652	14950	Lockhart (A)	0.0058809	0.5880943
2652	2652	15800	Narrandera (A)	0.0694823	6.9482274
2652	2652	17080	Snowy Valleys (A)	0.0448694	4.4869422
2652	2652	17750	Wagga Wagga (C)	0.5347519	53.4751939
2653	2653	17080	Snowy Valleys (A)	1	100
2655	2655	14950	Lockhart (A)	0.9571956	95.7195564
2655	2655	17750	Wagga Wagga (C)	0.0428044	4.2804436
2656	2656	14950	Lockhart (A)	0.9153481	91.5348107
2656	2656	17750	Wagga Wagga (C)	0.0846519	8.4651893
2658	2658	13340	Greater Hume Shire (A)	0.8530441	85.304409
2658	2658	14950	Lockhart (A)	0.1469559	14.695591
2659	2659	13340	Greater Hume Shire (A)	0.9888143	98.8814319
2659	2659	14950	Lockhart (A)	0.0111857	1.1185681
2660	2660	13340	Greater Hume Shire (A)	1	100
2661	2661	17750	Wagga Wagga (C)	1	100
2663	2663	14300	Junee (A)	1	100
2665	2665	10800	Bland (A)	0.1142728	11.4272823
2665	2665	11600	Carrathool (A)	0.0239386	2.3938592
2665	2665	12000	Coolamon (A)	0.2850045	28.5004537
2665	2665	15800	Narrandera (A)	0.3252032	32.5203234
2665	2665	17350	Temora (A)	0.2515808	25.1580814
2666	2666	10800	Bland (A)	0.0005296	0.0529568
2666	2666	13910	Hilltops (A)	0.0021183	0.211827
2666	2666	14300	Junee (A)	0.0287732	2.8773174
2666	2666	17350	Temora (A)	0.968579	96.8578988
2668	2668	10800	Bland (A)	0.9274725	92.7472542
2668	2668	17350	Temora (A)	0.0725275	7.2527458
2669	2669	10800	Bland (A)	0.7094635	70.9463454
2669	2669	11600	Carrathool (A)	0.1205546	12.0554624
2669	2669	14600	Lachlan (A)	0.1699819	16.9981922
2671	2671	10800	Bland (A)	0.9796215	97.9621531
2671	2671	14600	Lachlan (A)	0.0203785	2.0378466
2672	2672	11750	Cobar (A)	0.0542587	5.4258741
2672	2672	14600	Lachlan (A)	0.9457413	94.5741259
2675	2675	11600	Carrathool (A)	1	100
2678	2678	17750	Wagga Wagga (C)	1	100
2680	2680	11600	Carrathool (A)	0.0005012	0.0501194
2680	2680	13450	Griffith (C)	0.9994988	99.9498806
2681	2681	11600	Carrathool (A)	0.0298679	2.9867902
2681	2681	13450	Griffith (C)	0.9701321	97.0132098
2700	2700	12870	Federation (A)	0.0103344	1.0334358
2700	2700	14750	Leeton (A)	0.0149949	1.4994943
2700	2700	15560	Murrumbidgee (A)	0.0012158	0.1215807
2700	2700	15800	Narrandera (A)	0.9734549	97.3454892
2701	2701	12000	Coolamon (A)	1	100
2702	2702	12000	Coolamon (A)	0.9384011	93.8401063
2702	2702	17750	Wagga Wagga (C)	0.0615989	6.1598937
2703	2703	14750	Leeton (A)	1	100
2705	2705	13450	Griffith (C)	0.002169	0.2168983
2705	2705	14750	Leeton (A)	0.9957606	99.5760624
2705	2705	15800	Narrandera (A)	0.0020704	0.2070393
2706	2706	15560	Murrumbidgee (A)	1	100
2707	2707	15560	Murrumbidgee (A)	1	100
2710	2710	12730	Edward River (A)	0.8411243	84.1124276
2710	2710	15520	Murray River (A)	0.1561846	15.6184602
2710	2710	15560	Murrumbidgee (A)	0.0026911	0.269112
2711	2711	10300	Balranald (A)	0.0181224	1.8122415
2711	2711	11600	Carrathool (A)	0.0710041	7.1004148
2711	2711	13850	Hay (A)	0.8749257	87.4925706
2711	2711	15520	Murray River (A)	0.016637	1.6636972
2711	2711	15560	Murrumbidgee (A)	0.0193108	1.931076
2712	2712	10650	Berrigan (A)	0.98	97.9999989
2712	2712	15560	Murrumbidgee (A)	0.02	2.0000011
2713	2713	10650	Berrigan (A)	0.884753	88.475303
2713	2713	12730	Edward River (A)	0.0801718	8.0171805
2713	2713	15560	Murrumbidgee (A)	0.0350752	3.5075165
2714	2714	10650	Berrigan (A)	0.9716157	97.1615709
2714	2714	12730	Edward River (A)	0.0251092	2.5109177
2714	2714	15520	Murray River (A)	0.0032751	0.3275114
2715	2715	10300	Balranald (A)	0.9362279	93.6227914
2715	2715	15520	Murray River (A)	0.0447761	4.4776131
2715	2715	18200	Wentworth (A)	0.018996	1.8995956
2716	2716	12730	Edward River (A)	0.0036463	0.3646317
2716	2716	15560	Murrumbidgee (A)	0.9963537	99.6353683
2717	2717	18200	Wentworth (A)	1	100
2720	2720	17080	Snowy Valleys (A)	1	100
2721	2721	10800	Bland (A)	0.2880659	28.8065914
2721	2721	18100	Weddin (A)	0.7119341	71.1934086
2722	2722	12160	Cootamundra-Gundagai Regional (A)	0.9556314	95.56314
2722	2722	17080	Snowy Valleys (A)	0.0443686	4.43686
2725	2725	12160	Cootamundra-Gundagai Regional (A)	0.9329759	93.2975861
2725	2725	17350	Temora (A)	0.0670241	6.7024139
2726	2726	13910	Hilltops (A)	1	100
2727	2727	12160	Cootamundra-Gundagai Regional (A)	1	100
2729	2729	12160	Cootamundra-Gundagai Regional (A)	0.1834532	18.3453231
2729	2729	17080	Snowy Valleys (A)	0.8165468	81.6546769
2730	2730	17080	Snowy Valleys (A)	1	100
2731	2731	15520	Murray River (A)	1	100
2732	2732	15520	Murray River (A)	1	100
2733	2733	12730	Edward River (A)	0.0810313	8.1031302
2733	2733	15520	Murray River (A)	0.9189687	91.8968698
2734	2734	15520	Murray River (A)	1	100
2735	2735	15520	Murray River (A)	1	100
2736	2736	15520	Murray River (A)	1	100
2737	2737	10300	Balranald (A)	0.9767726	97.6772604
2737	2737	18200	Wentworth (A)	0.0232274	2.3227396
2738	2738	18200	Wentworth (A)	1	100
2739	2739	18200	Wentworth (A)	1	100
2745	2745	14900	Liverpool (C)	0.0386481	3.8648102
2745	2745	16350	Penrith (C)	0.9522064	95.2206436
2745	2745	18400	Wollondilly (A)	0.0091455	0.9145461
2747	2747	10750	Blacktown (C)	0.0096426	0.9642585
2747	2747	16350	Penrith (C)	0.9903574	99.0357415
2748	2748	16350	Penrith (C)	1	100
2749	2749	16350	Penrith (C)	1	100
2750	2750	16350	Penrith (C)	1	100
2752	2752	18400	Wollondilly (A)	1	99.9999998
2753	2753	13800	Hawkesbury (C)	0.744028	74.4027997
2753	2753	16350	Penrith (C)	0.255972	25.5972003
2754	2754	13800	Hawkesbury (C)	1	100
2755	2755	13800	Hawkesbury (C)	1	100
2756	2756	13800	Hawkesbury (C)	0.9403015	94.0301466
2756	2756	14000	Hornsby (A)	0.0035334	0.3533394
2756	2756	17420	The Hills Shire (A)	0.0561651	5.616514
2757	2757	13800	Hawkesbury (C)	1	100
2758	2758	10900	Blue Mountains (C)	0.0097084	0.9708368
2758	2758	13800	Hawkesbury (C)	0.9902916	99.0291632
2759	2759	16350	Penrith (C)	1	100
2760	2760	10750	Blacktown (C)	0.1816972	18.1697245
2760	2760	16350	Penrith (C)	0.8183028	81.8302755
2761	2761	10750	Blacktown (C)	1	100
2762	2762	10750	Blacktown (C)	1	100
2763	2763	10750	Blacktown (C)	1	100
2765	2765	10750	Blacktown (C)	0.5240494	52.4049416
2765	2765	13800	Hawkesbury (C)	0.2339717	23.3971747
2765	2765	16350	Penrith (C)	0.1333649	13.336485
2765	2765	17420	The Hills Shire (A)	0.108614	10.8613987
2766	2766	10750	Blacktown (C)	1	100
2767	2767	10750	Blacktown (C)	1	100
2768	2768	10750	Blacktown (C)	1	100
2769	2769	10750	Blacktown (C)	1	100
2770	2770	10750	Blacktown (C)	1	100
2773	2773	10900	Blue Mountains (C)	1	100
2774	2774	10900	Blue Mountains (C)	1	100
2775	2775	11650	Central Coast (C) (NSW)	0.3490378	34.9037791
2775	2775	13800	Hawkesbury (C)	0.4578634	45.7863387
2775	2775	14000	Hornsby (A)	0.1041804	10.4180448
2775	2775	17420	The Hills Shire (A)	0.0889184	8.8918374
2776	2776	10900	Blue Mountains (C)	1	100
2777	2777	10900	Blue Mountains (C)	1	100
2778	2778	10900	Blue Mountains (C)	1	100
2779	2779	10900	Blue Mountains (C)	1	100
2780	2780	10900	Blue Mountains (C)	1	100
2782	2782	10900	Blue Mountains (C)	1	100
2783	2783	10900	Blue Mountains (C)	1	100
2784	2784	10900	Blue Mountains (C)	1	100
2785	2785	10900	Blue Mountains (C)	0.9883695	98.836954
2785	2785	14870	Lithgow (C)	0.0116305	1.163046
2786	2786	10900	Blue Mountains (C)	0.9282931	92.8293089
2786	2786	14870	Lithgow (C)	0.0717069	7.1706911
2787	2787	10470	Bathurst Regional (A)	0.0006772	0.0677201
2787	2787	14870	Lithgow (C)	0.0153499	1.5349888
2787	2787	16100	Oberon (A)	0.9830699	98.3069891
2787	2787	17640	Upper Lachlan Shire (A)	0.0009029	0.0902934
2790	2790	14870	Lithgow (C)	0.9987982	99.8798227
2790	2790	16100	Oberon (A)	0.0012018	0.1201773
2791	2791	10850	Blayney (A)	1	100
2792	2792	10850	Blayney (A)	0.9358974	93.5897412
2792	2792	12350	Cowra (A)	0.0641026	6.4102588
2793	2793	12350	Cowra (A)	1	100
2794	2794	12350	Cowra (A)	0.9871881	98.7188069
2794	2794	13910	Hilltops (A)	0.0053542	0.535424
2794	2794	18100	Weddin (A)	0.0074577	0.7457691
2795	2795	10470	Bathurst Regional (A)	0.965047	96.5046985
2795	2795	10850	Blayney (A)	0.0072073	0.7207292
2795	2795	11400	Cabonne (A)	0.0003062	0.0306192
2795	2795	14870	Lithgow (C)	0.0056292	0.5629225
2795	2795	15270	Mid-Western Regional (A)	0.0012012	0.1201215
2795	2795	16100	Oberon (A)	0.0206091	2.060909
2797	2797	10850	Blayney (A)	1	100
2798	2798	10850	Blayney (A)	0.8359337	83.5933749
2798	2798	11400	Cabonne (A)	0.0959811	9.5981125
2798	2798	16150	Orange (C)	0.0680851	6.8085126
2799	2799	10470	Bathurst Regional (A)	0.0242424	2.4242435
2799	2799	10850	Blayney (A)	0.9675151	96.7515128
2799	2799	11400	Cabonne (A)	0.0053333	0.5333334
2799	2799	12350	Cowra (A)	0.0029091	0.2909103
2800	2800	10850	Blayney (A)	0.001466	0.146595
2800	2800	11400	Cabonne (A)	0.1038603	10.3860335
2800	2800	12390	Dubbo Regional (A)	0.0006441	0.064413
2800	2800	16150	Orange (C)	0.8940296	89.4029585
2803	2803	13910	Hilltops (A)	1	100
2804	2804	11400	Cabonne (A)	0.7871546	78.7154613
2804	2804	12350	Cowra (A)	0.2128454	21.2845387
2805	2805	11400	Cabonne (A)	0.1296758	12.9675791
2805	2805	12350	Cowra (A)	0.8703242	87.0324209
2806	2806	11400	Cabonne (A)	0.842711	84.2710977
2806	2806	12900	Forbes (A)	0.157289	15.7289023
2807	2807	12350	Cowra (A)	0.2339449	23.39449
2807	2807	13910	Hilltops (A)	0.7660551	76.60551
2808	2808	12350	Cowra (A)	0.7807485	78.074852
2808	2808	13910	Hilltops (A)	0.2192515	21.925148
2809	2809	18100	Weddin (A)	1	100
2810	2810	18100	Weddin (A)	1	100
2817	2817	12950	Gilgandra (A)	1	100
2818	2818	12390	Dubbo Regional (A)	1	100
2820	2820	12390	Dubbo Regional (A)	1	100
2821	2821	15850	Narromine (A)	1	100
2822	2822	12390	Dubbo Regional (A)	0.7707612	77.0761238
2822	2822	12950	Gilgandra (A)	0.2292388	22.9238762
2823	2823	15850	Narromine (A)	0.9389045	93.8904496
2823	2823	17950	Warren (A)	0.0610955	6.1095504
2824	2824	17950	Warren (A)	1	100
2825	2825	10950	Bogan (A)	0.9784264	97.8426392
2825	2825	17950	Warren (A)	0.0215736	2.1573608
2826	2826	17950	Warren (A)	1	100
2827	2827	12950	Gilgandra (A)	0.963817	96.3816951
2827	2827	17950	Warren (A)	0.036183	3.6183049
2828	2828	12150	Coonamble (A)	0.8320896	83.2089554
2828	2828	12950	Gilgandra (A)	0.1679104	16.7910446
2829	2829	12150	Coonamble (A)	1	100
2830	2830	12390	Dubbo Regional (A)	0.9987584	99.8758412
2830	2830	12950	Gilgandra (A)	0.0012416	0.1241588
2831	2831	10950	Bogan (A)	0.1636363	16.3636343
2831	2831	11150	Bourke (A)	0.0124675	1.2467535
2831	2831	11200	Brewarrina (A)	0.012987	1.2987016
2831	2831	11750	Cobar (A)	0.0555844	5.55844
