"LGA_2011","Local Government Areas - 2011","INDEX_TYPE","Index Type","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"58570","Vincent (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",93,,
"58570","Vincent (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",127,,
"58570","Vincent (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"58570","Vincent (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",91,,
"58570","Vincent (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",969,,
"58570","Vincent (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1145,,
"58570","Vincent (T)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",31562,,
"58610","Wagin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",940,,
"58610","Wagin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",184,,
"58610","Wagin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",4,,
"58610","Wagin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",33,,
"58610","Wagin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",26,,
"58610","Wagin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"58610","Wagin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",19,,
"58610","Wagin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",836,,
"58610","Wagin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1055,,
"58610","Wagin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",1846,,
"58680","Wandering (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",1032,,
"58680","Wandering (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",474,,
"58680","Wandering (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",9,,
"58680","Wandering (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",84,,
"58680","Wandering (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",112,,
"58680","Wandering (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"58680","Wandering (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",81,,
"58680","Wandering (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",1032,,
"58680","Wandering (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1032,,
"58680","Wandering (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",438,,
"58760","Wanneroo (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",1035,,
"58760","Wanneroo (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",481,,
"58760","Wanneroo (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",9,,
"58760","Wanneroo (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",86,,
"58760","Wanneroo (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",114,,
"58760","Wanneroo (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"58760","Wanneroo (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",82,,
"58760","Wanneroo (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",808,,
"58760","Wanneroo (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1177,,
"58760","Wanneroo (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",152140,,
"58820","Waroona (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",941,,
"58820","Waroona (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",188,,
"58820","Waroona (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",4,,
"58820","Waroona (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",34,,
"58820","Waroona (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",27,,
"58820","Waroona (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"58820","Waroona (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",20,,
"58820","Waroona (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",784,,
"58820","Waroona (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1025,,
"58820","Waroona (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",3583,,
"58890","West Arthur (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",1024,,
"58890","West Arthur (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",461,,
"58890","West Arthur (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",9,,
"58890","West Arthur (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",82,,
"58890","West Arthur (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",107,,
"58890","West Arthur (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"58890","West Arthur (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",77,,
"58890","West Arthur (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",927,,
"58890","West Arthur (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1064,,
"58890","West Arthur (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",874,,
"59030","Westonia (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",985,,
"59030","Westonia (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",363,,
"59030","Westonia (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",7,,
"59030","Westonia (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",65,,
"59030","Westonia (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",72,,
"59030","Westonia (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",6,,
"59030","Westonia (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",52,,
"59030","Westonia (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",985,,
"59030","Westonia (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",985,,
"59030","Westonia (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",276,,
"59100","Wickepin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",974,,
"59100","Wickepin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",316,,
"59100","Wickepin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",6,,
"59100","Wickepin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",56,,
"59100","Wickepin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",58,,
"59100","Wickepin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",5,,
"59100","Wickepin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",42,,
"59100","Wickepin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",865,,
"59100","Wickepin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1067,,
"59100","Wickepin (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",748,,
"59170","Williams (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",1011,,
"59170","Williams (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",437,,
"59170","Williams (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",8,,
"59170","Williams (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",78,,
"59170","Williams (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",96,,
"59170","Williams (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",7,,
"59170","Williams (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",69,,
"59170","Williams (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",951,,
"59170","Williams (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1052,,
"59170","Williams (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",912,,
"59250","Wiluna (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",814,,
"59250","Wiluna (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",35,,
"59250","Wiluna (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",1,,
"59250","Wiluna (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",7,,
"59250","Wiluna (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",7,,
"59250","Wiluna (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"59250","Wiluna (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",6,,
"59250","Wiluna (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",814,,
"59250","Wiluna (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",814,,
"59250","Wiluna (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",1154,,
"59310","Wongan-Ballidu (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",979,,
"59310","Wongan-Ballidu (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",337,,
"59310","Wongan-Ballidu (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",6,,
"59310","Wongan-Ballidu (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",60,,
"59310","Wongan-Ballidu (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",65,,
"59310","Wongan-Ballidu (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",5,,
"59310","Wongan-Ballidu (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",47,,
"59310","Wongan-Ballidu (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",911,,
"59310","Wongan-Ballidu (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1067,,
"59310","Wongan-Ballidu (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",1434,,
"59320","Woodanilling (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",1009,,
"59320","Woodanilling (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",430,,
"59320","Woodanilling (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",8,,
"59320","Woodanilling (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",77,,
"59320","Woodanilling (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",92,,
"59320","Woodanilling (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",7,,
"59320","Woodanilling (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",66,,
"59320","Woodanilling (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",1009,,
"59320","Woodanilling (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1009,,
"59320","Woodanilling (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",417,,
"59330","Wyalkatchem (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",931,,
"59330","Wyalkatchem (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",142,,
"59330","Wyalkatchem (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",3,,
"59330","Wyalkatchem (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",26,,
"59330","Wyalkatchem (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",20,,
"59330","Wyalkatchem (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"59330","Wyalkatchem (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",15,,
"59330","Wyalkatchem (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",854,,
"59330","Wyalkatchem (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1049,,
"59330","Wyalkatchem (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",524,,
"59340","Wyndham-East Kimberley (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",911,,
"59340","Wyndham-East Kimberley (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",89,,
"59340","Wyndham-East Kimberley (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",2,,
"59340","Wyndham-East Kimberley (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",16,,
"59340","Wyndham-East Kimberley (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",16,,
"59340","Wyndham-East Kimberley (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"59340","Wyndham-East Kimberley (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",12,,
"59340","Wyndham-East Kimberley (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",474,,
"59340","Wyndham-East Kimberley (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1118,,
"59340","Wyndham-East Kimberley (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",7798,,
"59350","Yalgoo (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",928,,
"59350","Yalgoo (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",128,,
"59350","Yalgoo (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",3,,
"59350","Yalgoo (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",23,,
"59350","Yalgoo (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",18,,
"59350","Yalgoo (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"59350","Yalgoo (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",13,,
"59350","Yalgoo (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",928,,
"59350","Yalgoo (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",928,,
"59350","Yalgoo (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",402,,
"59360","Yilgarn (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",969,,
"59360","Yilgarn (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",295,,
"59360","Yilgarn (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",6,,
"59360","Yilgarn (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",53,,
"59360","Yilgarn (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",52,,
"59360","Yilgarn (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"59360","Yilgarn (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",38,,
"59360","Yilgarn (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",923,,
"59360","Yilgarn (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1038,,
"59360","Yilgarn (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",1642,,
"59370","York (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",975,,
"59370","York (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",323,,
"59370","York (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",6,,
"59370","York (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",58,,
"59370","York (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",60,,
"59370","York (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",5,,
"59370","York (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",43,,
"59370","York (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",923,,
"59370","York (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1061,,
"59370","York (S)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",3379,,
"60210","Break O'Day (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",882,,
"60210","Break O'Day (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",48,,
"60210","Break O'Day (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",1,,
"60210","Break O'Day (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",9,,
"60210","Break O'Day (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",3,,
"60210","Break O'Day (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"60210","Break O'Day (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"60210","Break O'Day (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",769,,
"60210","Break O'Day (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",976,,
"60210","Break O'Day (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",6202,,
"60410","Brighton (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",859,,
"60410","Brighton (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",39,,
"60410","Brighton (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",1,,
"60410","Brighton (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",7,,
"60410","Brighton (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",1,,
"60410","Brighton (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"60410","Brighton (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"60410","Brighton (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",591,,
"60410","Brighton (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1066,,
"60410","Brighton (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",15441,,
"60610","Burnie (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",907,,
"60610","Burnie (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",80,,
"60610","Burnie (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",2,,
"60610","Burnie (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",15,,
"60610","Burnie (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",10,,
"60610","Burnie (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"60610","Burnie (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"60610","Burnie (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",577,,
"60610","Burnie (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1093,,
"60610","Burnie (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",19316,,
"60810","Central Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",938,,
"60810","Central Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",177,,
"60810","Central Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",4,,
"60810","Central Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",32,,
